theta_deg_zhang_sign,moment_mts_centered_nm_zhang_sign,moment_mts_refit_cubic_nm,moment_paper_f0_nm,moment_paper_f500_nm,moment_diff_mts_minus_paper_f0_nm,moment_diff_mts_minus_paper_f500_nm
-8.218930444967443,-5.2873567134268535,-5.359200002723993,-26.257520284460774,-40.6406485631538,20.970163571033922,35.35329184972695
-8.1932682140419,-5.256172344689378,-5.31982104023254,-26.07643549651869,-40.41465487109202,20.820263151829312,35.15848252640264
-8.166173278507427,-5.224987975951904,-5.2784567568672,-25.88617025167185,-40.17697348905985,20.661182275719945,34.95198551310794
-8.138614044866069,-5.193803607214428,-5.236607671600523,-25.693621275332973,-39.936195853848595,20.499817668118546,34.74239224663417
-8.110698918822717,-5.162619238476954,-5.194447823456275,-25.49958708066614,-39.69331018860589,20.336967842189186,34.530690950128935
-8.082427900377372,-5.131434869739478,-5.1519853779747145,-25.30410329736211,-39.44835212302252,20.172668427622632,34.31691725328304
-8.053800989530037,-5.100250501002004,-5.109228561779921,-25.10720582365224,-39.20135755532981,20.006955322650235,34.101107054327805
-8.02481818628071,-5.0690661322645285,-5.066185660944828,-24.90893081925065,-38.95236264524189,19.83986468698612,33.88329651297736
-7.995479490629389,-5.0378817635270545,-5.022865019335708,-24.70931469820774,-38.70140380680917,19.671432934680688,33.663522043282114
-7.966020926519958,-5.006697394789579,-4.9796204928401675,-24.50998669384969,-38.450523315259616,19.50328929906011,33.44382592047004
-7.93519747658409,-4.975513026052105,-4.934643023185832,-24.302603680585754,-38.18919926460791,19.32709065453365,33.2136862385558
-7.904997485994905,-4.944328657314629,-4.890842923433008,-24.100582391652495,-37.93432799214358,19.156253734337866,32.98999933482895
-7.879155725626502,-4.913144288577153,-4.853573383592174,-23.928629597961667,-37.71715211780804,19.015485309384513,32.80400782923089
